Date,Device,Source,Category,Impressions,Clicks,Conversions,Revenue,Cost,,,,,,
7/17/20,Tablet,PPC,Law,7576,73,2,18,19,,,,,,
7/18/20,Desktop,PPC,Law,38612,367,18,256,174,,,,,,
7/18/20,Mobile,PPC,Law,72432,854,24,278,187,,,,,,
7/18/20,Tablet,PPC,Law,7992,61,2,20,16,,,,,,
7/19/20,Desktop,PPC,Law,53184,431,18,257,185,,,,,,
7/19/20,Mobile,PPC,Law,80779,925,24,273,185,,,,,,
7/19/20,Tablet,PPC,Law,8898,72,2,24,16,,,,,,
7/20/20,Desktop,PPC,Law,77446,766,39,517,378,,,,,,
7/20/20,Mobile,PPC,Law,91560,1330,40,413,335,,,,,,
7/20/20,Tablet,PPC,Law,8806,90,3,44,27,,,,,,
7/21/20,Desktop,PPC,Law,75386,757,42,573,368,,,,,,
7/21/20,Mobile,PPC,Law,85966,1334,38,387,321,,,,,,
7/21/20,Tablet,PPC,Law,8200,92,3,46,26,,,,,,
7/22/20,Desktop,PPC,Law,62501,685,36,482,323,,,,,,
7/22/20,Mobile,PPC,Law,86721,1301,41,408,312,,,,,,
7/22/20,Tablet,PPC,Law,9123,86,4,52,24,,,,,,
7/23/20,Desktop,PPC,Law,60414,682,37,510,325,,,,,,
7/23/20,Mobile,PPC,Law,83752,1278,40,406,310,,,,,,
7/23/20,Tablet,PPC,Law,9137,93,3,45,26,,,,,,
7/24/20,Desktop,PPC,Law,47306,541,29,393,265,,,,,,
7/24/20,Mobile,PPC,Law,67907,994,32,373,235,,,,,,
7/24/20,Tablet,PPC,Law,8169,75,2,39,21,,,,,,
7/25/20,Desktop,PPC,Law,41179,388,18,250,173,,,,,,
7/25/20,Mobile,PPC,Law,69734,890,28,299,205,,,,,,
7/25/20,Tablet,PPC,Law,8195,64,2,24,17,,,,,,
7/26/20,Desktop,PPC,Law,42943,401,19,273,165,,,,,,
7/26/20,Mobile,PPC,Law,77627,950,26,263,212,,,,,,
7/26/20,Tablet,PPC,Law,8494,66,1,12,15,,,,,,
7/27/20,Desktop,PPC,Law,67915,786,37,544,392,,,,,,
7/27/20,Mobile,PPC,Law,96842,1479,44,500,385,,,,,,
7/27/20,Tablet,PPC,Law,9806,99,3,37,29,,,,,,
7/28/20,Desktop,PPC,Law,61681,732,36,527,338,,,,,,
7/28/20,Mobile,PPC,Law,76221,1357,39,425,341,,,,,,
7/28/20,Tablet,PPC,Law,6809,86,3,55,24,,,,,,
7/29/20,Desktop,PPC,Law,47882,664,32,439,293,,,,,,
7/29/20,Mobile,PPC,Law,64013,1280,37,385,306,,,,,,
7/29/20,Tablet,PPC,Law,6034,81,3,35,20,,,,,,
7/30/20,Desktop,PPC,Law,49922,739,28,431,273,,,,,,
7/30/20,Mobile,PPC,Law,69659,1851,35,365,307,,,,,,
7/30/20,Tablet,PPC,Law,5753,90,2,37,20,,,,,,
7/31/20,Desktop,PPC,Law,44854,603,26,371,255,,,,,,
7/31/20,Mobile,PPC,Law,69699,1249,31,360,265,,,,,,
7/31/20,Tablet,PPC,Law,5907,79,2,32,20,,,,,,
8/1/20,Desktop,PPC,Law,33124,375,17,285,162,,,,,,
8/1/20,Mobile,PPC,Law,57035,865,25,252,189,,,,,,
8/1/20,Tablet,PPC,Law,5796,59,2,28,14,,,,,,
8/2/20,Desktop,PPC,Law,40374,398,17,235,168,,,,,,
8/2/20,Mobile,PPC,Law,60115,856,24,264,212,,,,,,
8/2/20,Tablet,PPC,Law,6690,63,2,25,17,,,,,,
8/3/20,Desktop,PPC,Law,56158,688,37,526,330,,,,,,
8/3/20,Mobile,PPC,Law,64569,1189,33,376,310,,,,,,
8/3/20,Tablet,PPC,Law,6686,84,2,35,25,,,,,,
8/4/20,Desktop,PPC,Law,58790,703,34,480,323,,,,,,
8/4/20,Mobile,PPC,Law,61619,1233,36,405,302,,,,,,
8/4/20,Tablet,PPC,Law,5960,86,3,45,24,,,,,,
8/5/20,Desktop,PPC,Law,55479,642,35,479,295,,,,,,
8/5/20,Mobile,PPC,Law,54859,1091,33,363,274,,,,,,
8/5/20,Tablet,PPC,Law,5078,74,2,39,21,,,,,,
8/6/20,Desktop,PPC,Law,49816,629,35,490,298,,,,,,
8/6/20,Mobile,PPC,Law,50618,1072,32,311,258,,,,,,
8/6/20,Tablet,PPC,Law,4984,74,2,38,21,,,,,,
8/7/20,Desktop,PPC,Law,39237,521,28,382,253,,,,,,
8/7/20,Mobile,PPC,Law,48165,975,30,365,232,,,,,,
8/7/20,Tablet,PPC,Law,5076,68,1,18,18,,,,,,
8/8/20,Desktop,PPC,Law,30660,346,17,236,159,,,,,,
8/8/20,Mobile,PPC,Law,50482,814,24,279,189,,,,,,
8/8/20,Tablet,PPC,Law,5333,54,1,19,15,,,,,,
8/9/20,Desktop,PPC,Law,34120,371,14,193,164,,,,,,
8/9/20,Mobile,PPC,Law,53995,830,23,224,194,,,,,,
8/9/20,Tablet,PPC,Law,5193,54,1,15,14,,,,,,
8/10/20,Desktop,PPC,Law,52425,697,40,527,358,,,,,,
8/10/20,Mobile,PPC,Law,67319,1278,39,430,326,,,,,,
8/10/20,Tablet,PPC,Law,6096,85,2,25,24,,,,,,
8/11/20,Desktop,PPC,Law,57643,706,35,497,360,,,,,,
8/11/20,Mobile,PPC,Law,69767,1270,37,375,322,,,,,,
8/11/20,Tablet,PPC,Law,6871,83,3,44,23,,,,,,
8/12/20,Desktop,PPC,Law,49126,633,32,447,302,,,,,,
8/12/20,Mobile,PPC,Law,53389,1063,29,296,252,,,,,,
8/12/20,Tablet,PPC,Law,5546,72,2,30,19,,,,,,
8/13/20,Desktop,PPC,Law,46023,601,32,448,275,,,,,,
8/13/20,Mobile,PPC,Law,62230,1041,30,336,225,,,,,,
8/13/20,Tablet,PPC,Law,5710,69,2,31,17,,,,,,
8/14/20,Desktop,PPC,Law,44584,539,28,373,258,,,,,,
8/14/20,Mobile,PPC,Law,75762,1119,31,309,225,,,,,,
8/14/20,Tablet,PPC,Law,5975,68,2,35,18,,,,,,
8/15/20,Desktop,PPC,Law,33243,341,17,221,152,,,,,,
8/15/20,Mobile,PPC,Law,47370,705,20,221,163,,,,,,
8/15/20,Tablet,PPC,Law,5456,55,2,39,14,,,,,,
8/16/20,Desktop,PPC,Law,37750,371,17,220,164,,,,,,
8/16/20,Mobile,PPC,Law,64223,915,20,204,157,,,,,,
8/16/20,Tablet,PPC,Law,6073,58,1,17,14,,,,,,
8/17/20,Desktop,PPC,Law,58174,732,39,514,366,,,,,,
8/17/20,Mobile,PPC,Law,61301,1211,33,320,302,,,,,,
8/17/20,Tablet,PPC,Law,6723,86,2,23,23,,,,,,
8/18/20,Desktop,PPC,Law,51705,688,37,526,346,,,,,,
8/18/20,Mobile,PPC,Law,58871,1175,32,334,289,,,,,,
8/18/20,Tablet,PPC,Law,5734,77,1,13,21,,,,,,
8/19/20,Desktop,PPC,Law,50426,634,35,475,322,,,,,,
8/19/20,Mobile,PPC,Law,52353,1075,33,356,267,,,,,,
8/19/20,Tablet,PPC,Law,5520,74,2,20,20,,,,,,
8/20/20,Desktop,PPC,Law,49202,607,26,356,295,,,,,,
8/20/20,Mobile,PPC,Law,50481,1037,25,291,241,,,,,,
8/20/20,Tablet,PPC,Law,4923,67,1,24,18,,,,,,
8/21/20,Desktop,PPC,Law,47019,542,27,402,273,,,,,,
8/21/20,Mobile,PPC,Law,50600,968,28,314,233,,,,,,
8/21/20,Tablet,PPC,Law,5191,64,1,22,18,,,,,,
8/22/20,Desktop,PPC,Law,36984,374,18,265,172,,,,,,
8/22/20,Mobile,PPC,Law,54432,888,23,241,208,,,,,,
8/22/20,Tablet,PPC,Law,5705,60,1,18,17,,,,,,
8/23/20,Desktop,PPC,Law,35466,351,16,230,148,,,,,,
8/23/20,Mobile,PPC,Law,50915,781,20,236,157,,,,,,
8/23/20,Tablet,PPC,Law,5628,54,2,27,13,,,,,,
8/24/20,Desktop,PPC,Law,57070,678,35,466,318,,,,,,
8/24/20,Mobile,PPC,Law,60837,1138,31,350,262,,,,,,
8/24/20,Tablet,PPC,Law,6184,81,2,33,23,,,,,,
8/25/20,Desktop,PPC,Law,63029,659,34,467,320,,,,,,
8/25/20,Mobile,PPC,Law,62939,1091,30,304,255,,,,,,
8/25/20,Tablet,PPC,Law,5684,69,2,28,19,,,,,,
8/26/20,Desktop,PPC,Law,49802,544,30,400,258,,,,,,
8/26/20,Mobile,PPC,Law,45614,834,26,276,174,,,,,,
8/26/20,Tablet,PPC,Law,4327,68,2,35,18,,,,,,
8/27/20,Desktop,PPC,Law,47757,569,32,433,272,,,,,,
8/27/20,Mobile,PPC,Law,56867,1047,31,329,241,,,,,,
8/27/20,Tablet,PPC,Law,5095,68,2,17,19,,,,,,
8/28/20,Desktop,PPC,Law,42929,490,29,382,227,,,,,,
8/28/20,Mobile,PPC,Law,50272,868,29,324,187,,,,,,
8/28/20,Tablet,PPC,Law,4752,57,2,29,16,,,,,,
8/29/20,Desktop,PPC,Law,36097,351,19,246,157,,,,,,
8/29/20,Mobile,PPC,Law,51371,727,22,221,154,,,,,,
8/29/20,Tablet,PPC,Law,5223,48,1,7,11,,,,,,
8/30/20,Desktop,PPC,Law,41203,449,18,231,183,,,,,,
8/30/20,Mobile,PPC,Law,67596,1134,20,207,190,,,,,,
8/30/20,Tablet,PPC,Law,5975,63,1,16,16,,,,,,
8/31/20,Desktop,PPC,Law,62667,763,38,500,354,,,,,,
8/31/20,Mobile,PPC,Law,78457,1414,35,355,303,,,,,,
8/31/20,Tablet,PPC,Law,6607,81,3,42,23,,,,,,
9/1/20,Desktop,PPC,Law,62214,716,36,471,321,,,,,,
9/1/20,Mobile,PPC,Law,68665,1359,30,340,268,,,,,,
9/1/20,Tablet,PPC,Law,5877,78,3,39,21,,,,,,
9/2/20,Desktop,PPC,Law,49268,568,35,493,281,,,,,,
9/2/20,Mobile,PPC,Law,57142,1006,34,322,246,,,,,,
9/2/20,Tablet,PPC,Law,5189,67,3,38,19,,,,,,
9/3/20,Desktop,PPC,Law,46745,580,32,416,293,,,,,,
9/3/20,Mobile,PPC,Law,56634,1014,33,336,245,,,,,,
9/3/20,Tablet,PPC,Law,5148,65,2,30,20,,,,,,
9/4/20,Desktop,PPC,Law,40746,474,26,367,236,,,,,,
9/4/20,Mobile,PPC,Law,54789,922,29,318,217,,,,,,
9/4/20,Tablet,PPC,Law,5137,60,2,34,18,,,,,,
9/5/20,Desktop,PPC,Law,29761,320,15,211,150,,,,,,
9/5/20,Mobile,PPC,Law,48885,741,24,248,168,,,,,,
9/5/20,Tablet,PPC,Law,4752,46,1,16,13,,,,,,
9/6/20,Desktop,PPC,Law,30405,317,15,181,144,,,,,,
9/6/20,Mobile,PPC,Law,48986,698,20,221,161,,,,,,
9/6/20,Tablet,PPC,Law,4414,46,1,16,13,,,,,,
9/7/20,Desktop,PPC,Law,40227,438,20,261,195,,,,,,
9/7/20,Mobile,PPC,Law,58638,808,22,206,193,,,,,,
9/7/20,Tablet,PPC,Law,5939,57,2,26,16,,,,,,
9/8/20,Desktop,PPC,Law,54499,693,34,446,372,,,,,,
9/8/20,Mobile,PPC,Law,62558,1137,34,374,319,,,,,,
9/8/20,Tablet,PPC,Law,5802,73,2,34,23,,,,,,
9/9/20,Desktop,PPC,Law,56111,706,38,475,392,,,,,,
9/9/20,Mobile,PPC,Law,58540,1089,33,334,302,,,,,,
9/9/20,Tablet,PPC,Law,6187,77,2,28,24,,,,,,
9/10/20,Desktop,PPC,Law,50081,653,36,486,356,,,,,,
9/10/20,Mobile,PPC,Law,59229,1062,32,309,295,,,,,,
9/10/20,Tablet,PPC,Law,5521,72,2,15,22,,,,,,
9/11/20,Desktop,PPC,Law,39381,521,32,447,265,,,,,,
9/11/20,Mobile,PPC,Law,50460,889,27,303,235,,,,,,
9/11/20,Tablet,PPC,Law,4793,57,1,26,17,,,,,,
9/12/20,Desktop,PPC,Law,30146,336,18,262,166,,,,,,
9/12/20,Mobile,PPC,Law,48116,744,25,281,192,,,,,,
9/12/20,Tablet,PPC,Law,4943,51,1,13,14,,,,,,
9/13/20,Desktop,PPC,Law,31734,346,18,234,168,,,,,,
9/13/20,Mobile,PPC,Law,45745,700,21,223,174,,,,,,
9/13/20,Tablet,PPC,Law,4643,52,1,22,13,,,,,,
9/14/20,Desktop,PPC,Law,51500,676,39,518,351,,,,,,
9/14/20,Mobile,PPC,Law,55577,1031,33,357,267,,,,,,
9/14/20,Tablet,PPC,Law,5372,67,2,40,21,,,,,,
9/15/20,Desktop,PPC,Law,55352,681,39,493,381,,,,,,
9/15/20,Mobile,PPC,Law,59722,1063,34,365,300,,,,,,
9/15/20,Tablet,PPC,Law,5639,68,2,28,21,,,,,,
9/16/20,Desktop,PPC,Law,50901,636,34,468,340,,,,,,
9/16/20,Mobile,PPC,Law,54118,990,33,355,269,,,,,,
9/16/20,Tablet,PPC,Law,5011,66,2,37,19,,,,,,
9/17/20,Desktop,PPC,Law,52567,649,38,492,342,,,,,,
9/17/20,Mobile,PPC,Law,55460,969,31,354,258,,,,,,
9/17/20,Tablet,PPC,Law,6101,66,2,31,20,,,,,,
9/18/20,Desktop,PPC,Law,42052,538,32,418,284,,,,,,
9/18/20,Mobile,PPC,Law,52801,911,31,334,245,,,,,,
9/18/20,Tablet,PPC,Law,5611,55,1,19,16,,,,,,
9/19/20,Desktop,PPC,Law,39091,342,16,237,163,,,,,,
9/19/20,Mobile,PPC,Law,55965,748,23,242,193,,,,,,
9/19/20,Tablet,PPC,Law,6043,49,1,8,13,,,,,,
9/20/20,Desktop,PPC,Law,40584,354,17,231,168,,,,,,
9/20/20,Mobile,PPC,Law,63478,708,21,203,177,,,,,,
9/20/20,Tablet,PPC,Law,7283,49,1,12,13,,,,,,
9/21/20,Desktop,PPC,Law,55409,681,40,566,358,,,,,,
9/21/20,Mobile,PPC,Law,68534,1026,32,361,277,,,,,,
9/21/20,Tablet,PPC,Law,7068,70,1,21,22,,,,,,
9/22/20,Desktop,PPC,Law,61530,697,41,600,357,,,,,,
9/22/20,Mobile,PPC,Law,70465,1047,29,304,286,,,,,,
9/22/20,Tablet,PPC,Law,7486,71,2,29,20,,,,,,
9/23/20,Desktop,PPC,Law,56220,655,34,461,344,,,,,,
9/23/20,Mobile,PPC,Law,71844,1075,36,401,295,,,,,,
9/23/20,Tablet,PPC,Law,7316,72,3,38,20,,,,,,
9/24/20,Desktop,PPC,Law,50838,610,35,473,317,,,,,,
9/24/20,Mobile,PPC,Law,65326,978,31,345,255,,,,,,
9/24/20,Tablet,PPC,Law,6681,66,2,30,18,,,,,,
9/25/20,Desktop,PPC,Law,41644,524,28,383,275,,,,,,
9/25/20,Mobile,PPC,Law,55634,910,30,347,236,,,,,,
9/25/20,Tablet,PPC,Law,6014,61,1,20,16,,,,,,
9/26/20,Desktop,PPC,Law,32996,344,16,197,172,,,,,,
9/26/20,Mobile,PPC,Law,55143,730,21,214,191,,,,,,
9/26/20,Tablet,PPC,Law,6538,48,1,18,14,,,,,,
9/27/20,Desktop,PPC,Law,36572,375,18,223,192,,,,,,
9/27/20,Mobile,PPC,Law,59964,795,22,221,209,,,,,,
9/27/20,Tablet,PPC,Law,6885,52,1,21,16,,,,,,
9/28/20,Desktop,PPC,Law,56890,702,41,550,385,,,,,,
9/28/20,Mobile,PPC,Law,73851,1325,33,345,342,,,,,,
9/28/20,Tablet,PPC,Law,7392,76,2,19,25,,,,,,
9/29/20,Desktop,PPC,Law,49834,763,34,485,352,,,,,,
9/29/20,Mobile,PPC,Law,84018,2202,33,336,322,,,,,,
9/29/20,Tablet,PPC,Law,6874,84,3,41,22,,,,,,
9/30/20,Desktop,PPC,Law,49668,640,36,490,331,,,,,,
9/30/20,Mobile,PPC,Law,74601,1337,32,340,285,,,,,,
9/30/20,Tablet,PPC,Law,7112,72,2,20,21,,,,,,
10/1/20,Desktop,PPC,Law,51731,571,34,453,306,,,,,,
10/1/20,Mobile,PPC,Law,62880,933,30,342,243,,,,,,
10/1/20,Tablet,PPC,Law,6926,63,2,21,19,,,,,,
10/2/20,Desktop,PPC,Law,38320,453,27,362,240,,,,,,
10/2/20,Mobile,PPC,Law,51234,782,27,262,200,,,,,,
10/2/20,Tablet,PPC,Law,5807,54,2,29,15,,,,,,
10/3/20,Desktop,PPC,Law,33307,312,15,194,155,,,,,,
10/3/20,Mobile,PPC,Law,57484,725,24,251,189,,,,,,
10/3/20,Tablet,PPC,Law,6478,43,1,14,12,,,,,,
10/4/20,Desktop,PPC,Law,34009,310,15,197,149,,,,,,
10/4/20,Mobile,PPC,Law,58151,677,21,203,170,,,,,,
10/4/20,Tablet,PPC,Law,6471,46,1,14,12,,,,,,
10/5/20,Desktop,PPC,Law,52460,645,37,493,355,,,,,,
10/5/20,Mobile,PPC,Law,72533,1102,34,348,321,,,,,,
10/5/20,Tablet,PPC,Law,7657,68,2,28,22,,,,,,
10/6/20,Desktop,PPC,Law,53600,651,33,432,356,,,,,,
10/6/20,Mobile,PPC,Law,72985,1142,37,413,345,,,,,,
10/6/20,Tablet,PPC,Law,7294,70,2,27,22,,,,,,
10/7/20,Desktop,PPC,Law,50599,614,32,425,324,,,,,,
10/7/20,Mobile,PPC,Law,63785,985,30,317,271,,,,,,
10/7/20,Tablet,PPC,Law,6652,66,2,30,19,,,,,,
10/8/20,Desktop,PPC,Law,43760,543,31,402,290,,,,,,
10/8/20,Mobile,PPC,Law,55312,839,27,285,225,,,,,,
10/8/20,Tablet,PPC,Law,6088,62,2,42,18,,,,,,
10/9/20,Desktop,PPC,Law,39223,450,25,330,239,,,,,,
10/9/20,Mobile,PPC,Law,52663,758,25,274,200,,,,,,
10/9/20,Tablet,PPC,Law,5950,54,2,24,16,,,,,,
10/10/20,Desktop,PPC,Law,35166,325,17,206,162,,,,,,
10/10/20,Mobile,PPC,Law,62333,730,24,262,199,,,,,,
10/10/20,Tablet,PPC,Law,7526,54,1,10,16,,,,,,
10/11/20,Desktop,PPC,Law,39266,347,17,209,170,,,,,,
10/11/20,Mobile,PPC,Law,64346,735,22,220,193,,,,,,
10/11/20,Tablet,PPC,Law,7886,51,1,9,13,,,,,,
10/12/20,Desktop,PPC,Law,53013,579,31,416,324,,,,,,
10/12/20,Mobile,PPC,Law,71526,932,28,278,279,,,,,,
10/12/20,Tablet,PPC,Law,7761,63,2,38,20,,,,,,
10/13/20,Desktop,PPC,Law,64425,674,36,487,374,,,,,,
10/13/20,Mobile,PPC,Law,83743,1119,33,344,347,,,,,,
10/13/20,Tablet,PPC,Law,8912,69,2,33,22,,,,,,
10/14/20,Desktop,PPC,Law,57663,560,33,435,304,,,,,,
10/14/20,Mobile,PPC,Law,71722,913,31,318,260,,,,,,
10/14/20,Tablet,PPC,Law,7619,63,2,32,19,,,,,,
10/15/20,Desktop,PPC,Law,50412,536,31,409,277,,,,,,
10/15/20,Mobile,PPC,Law,63818,833,29,256,215,,,,,,
10/15/20,Tablet,PPC,Law,7445,63,2,33,18,,,,,,
10/16/20,Desktop,PPC,Law,46764,484,29,364,252,,,,,,
10/16/20,Mobile,PPC,Law,62389,780,27,259,209,,,,,,
10/16/20,Tablet,PPC,Law,7987,61,2,20,18,,,,,,
10/17/20,Desktop,PPC,Law,36572,309,17,217,154,,,,,,
10/17/20,Mobile,PPC,Law,65187,651,21,210,177,,,,,,
10/17/20,Tablet,PPC,Law,8263,51,2,19,15,,,,,,
10/18/20,Desktop,PPC,Law,39581,349,17,224,161,,,,,,
10/18/20,Mobile,PPC,Law,68625,690,22,210,176,,,,,,
10/18/20,Tablet,PPC,Law,8716,52,2,31,16,,,,,,
10/19/20,Desktop,PPC,Law,55558,638,34,417,352,,,,,,
10/19/20,Mobile,PPC,Law,75696,1014,33,337,293,,,,,,
10/19/20,Tablet,PPC,Law,9022,77,3,52,24,,,,,,
10/20/20,Desktop,PPC,Law,53384,589,31,355,310,,,,,,
10/20/20,Mobile,PPC,Law,70973,959,30,297,271,,,,,,
10/20/20,Tablet,PPC,Law,8413,66,3,40,22,,,,,,
10/21/20,Desktop,PPC,Law,58484,602,29,352,325,,,,,,
10/21/20,Mobile,PPC,Law,72995,1029,34,355,296,,,,,,
10/21/20,Tablet,PPC,Law,8286,73,3,49,25,,,,,,
10/22/20,Desktop,PPC,Law,52321,567,33,524,314,,,,,,
10/22/20,Mobile,PPC,Law,65983,949,31,339,280,,,,,,
10/22/20,Tablet,PPC,Law,7922,68,3,44,22,,,,,,
10/23/20,Desktop,PPC,Law,43904,506,29,429,284,,,,,,
10/23/20,Mobile,PPC,Law,57764,852,25,262,245,,,,,,
10/23/20,Tablet,PPC,Law,7430,60,2,20,19,,,,,,
10/24/20,Desktop,PPC,Law,36044,314,16,238,161,,,,,,
10/24/20,Mobile,PPC,Law,57177,613,21,206,156,,,,,,
10/24/20,Tablet,PPC,Law,7716,48,2,36,15,,,,,,
10/25/20,Desktop,PPC,Law,42154,356,17,220,186,,,,,,
10/25/20,Mobile,PPC,Law,66169,700,21,205,178,,,,,,
10/25/20,Tablet,PPC,Law,8944,52,1,25,15,,,,,,
10/26/20,Desktop,PPC,Law,70854,742,34,483,391,,,,,,
10/26/20,Mobile,PPC,Law,73366,1036,32,296,294,,,,,,
10/26/20,Tablet,PPC,Law,9231,81,2,29,24,,,,,,
10/27/20,Desktop,PPC,Law,54625,614,30,388,317,,,,,,
10/27/20,Mobile,PPC,Law,67918,890,27,308,234,,,,,,
10/27/20,Tablet,PPC,Law,7997,69,2,31,20,,,,,,
10/28/20,Desktop,PPC,Law,54653,657,30,416,358,,,,,,
10/28/20,Mobile,PPC,Law,80369,1173,29,293,316,,,,,,
10/28/20,Tablet,PPC,Law,8480,79,2,32,25,,,,,,
10/29/20,Desktop,PPC,Law,40254,475,26,394,242,,,,,,
10/29/20,Mobile,PPC,Law,92740,1500,28,298,268,,,,,,
10/29/20,Tablet,PPC,Law,7546,62,1,28,17,,,,,,
10/30/20,Desktop,PPC,Law,35535,438,21,285,204,,,,,,
10/30/20,Mobile,PPC,Law,65720,983,27,313,218,,,,,,
10/30/20,Tablet,PPC,Law,7214,63,2,24,17,,,,,,
10/31/20,Desktop,PPC,Law,27938,269,12,170,108,,,,,,
10/31/20,Mobile,PPC,Law,64023,767,19,182,146,,,,,,
10/31/20,Tablet,PPC,Law,6948,43,1,22,9,,,,,,
11/1/20,Desktop,PPC,Law,34755,288,12,162,127,,,,,,
11/1/20,Mobile,PPC,Law,72323,728,20,198,157,,,,,,
11/1/20,Tablet,PPC,Law,9105,51,1,18,12,,,,,,
11/2/20,Desktop,PPC,Law,43282,486,24,326,241,,,,,,
11/2/20,Mobile,PPC,Law,69682,883,28,303,228,,,,,,
11/2/20,Tablet,PPC,Law,7719,65,2,23,18,,,,,,
11/3/20,Desktop,PPC,Law,38135,405,20,289,200,,,,,,
11/3/20,Mobile,PPC,Law,65400,773,23,239,203,,,,,,
11/3/20,Tablet,PPC,Law,6907,56,2,29,16,,,,,,
11/4/20,Desktop,PPC,Law,37087,402,23,358,207,,,,,,
11/4/20,Mobile,PPC,Law,61075,731,24,299,194,,,,,,
11/4/20,Tablet,PPC,Law,7235,55,2,33,16,,,,,,
11/5/20,Desktop,PPC,Law,38698,444,21,318,236,,,,,,
11/5/20,Mobile,PPC,Law,68076,912,30,375,264,,,,,,
11/5/20,Tablet,PPC,Law,6924,55,2,29,17,,,,,,
11/6/20,Desktop,PPC,Law,34342,371,20,270,201,,,,,,
11/6/20,Mobile,PPC,Law,54770,737,24,271,203,,,,,,
11/6/20,Tablet,PPC,Law,6404,50,2,31,16,,,,,,
11/7/20,Desktop,PPC,Law,27757,225,12,162,118,,,,,,
11/7/20,Mobile,PPC,Law,56613,598,18,171,164,,,,,,
11/7/20,Tablet,PPC,Law,6760,38,2,15,11,,,,,,
11/8/20,Desktop,PPC,Law,33276,290,13,174,139,,,,,,
11/8/20,Mobile,PPC,Law,61374,675,22,240,177,,,,,,
11/8/20,Tablet,PPC,Law,7986,54,1,19,13,,,,,,
11/9/20,Desktop,PPC,Law,46495,507,28,367,285,,,,,,
11/9/20,Mobile,PPC,Law,68208,1018,31,342,313,,,,,,
11/9/20,Tablet,PPC,Law,7916,68,3,35,21,,,,,,
11/10/20,Desktop,PPC,Law,41140,480,26,360,262,,,,,,
11/10/20,Mobile,PPC,Law,62703,871,28,328,250,,,,,,
11/10/20,Tablet,PPC,Law,7277,61,2,25,21,,,,,,
11/11/20,Desktop,PPC,Law,40491,474,25,333,261,,,,,,
11/11/20,Mobile,PPC,Law,65577,909,28,320,265,,,,,,
11/11/20,Tablet,PPC,Law,8084,63,2,36,18,,,,,,
11/12/20,Desktop,PPC,Law,37541,457,23,318,256,,,,,,
11/12/20,Mobile,PPC,Law,60694,917,29,304,276,,,,,,
11/12/20,Tablet,PPC,Law,7165,64,2,32,20,,,,,,
11/13/20,Desktop,PPC,Law,34389,389,20,257,213,,,,,,
11/13/20,Mobile,PPC,Law,55747,804,24,251,231,,,,,,
11/13/20,Tablet,PPC,Law,6371,54,2,33,17,,,,,,
11/14/20,Desktop,PPC,Law,24411,245,13,167,125,,,,,,
11/14/20,Mobile,PPC,Law,48253,584,20,247,155,,,,,,
11/14/20,Tablet,PPC,Law,6019,41,1,23,11,,,,,,
11/15/20,Desktop,PPC,Law,28747,262,12,159,128,,,,,,
11/15/20,Mobile,PPC,Law,50936,602,19,186,161,,,,,,
11/15/20,Tablet,PPC,Law,6165,41,1,21,11,,,,,,
11/16/20,Desktop,PPC,Law,40194,487,25,359,258,,,,,,
11/16/20,Mobile,PPC,Law,56779,851,27,286,243,,,,,,
11/16/20,Tablet,PPC,Law,6595,62,2,22,20,,,,,,
11/17/20,Desktop,PPC,Law,39102,498,23,334,259,,,,,,
11/17/20,Mobile,PPC,Law,58566,862,26,283,234,,,,,,
11/17/20,Tablet,PPC,Law,6753,68,2,36,21,,,,,,
11/18/20,Desktop,PPC,Law,42071,519,25,377,278,,,,,,
11/18/20,Mobile,PPC,Law,66434,983,32,361,285,,,,,,
11/18/20,Tablet,PPC,Law,7608,67,2,26,21,,,,,,
11/19/20,Desktop,PPC,Law,36380,458,23,357,254,,,,,,
11/19/20,Mobile,PPC,Law,57997,910,29,274,265,,,,,,
11/19/20,Tablet,PPC,Law,6439,62,2,40,19,,,,,,
11/20/20,Desktop,PPC,Law,30807,391,19,324,218,,,,,,
11/20/20,Mobile,PPC,Law,49101,748,23,290,214,,,,,,
11/20/20,Tablet,PPC,Law,5720,54,2,19,17,,,,,,
11/21/20,Desktop,PPC,Law,25525,262,10,170,126,,,,,,
11/21/20,Mobile,PPC,Law,51036,651,21,215,183,,,,,,
11/21/20,Tablet,PPC,Law,6126,43,1,30,12,,,,,,
11/22/20,Desktop,PPC,Law,26005,298,12,211,145,,,,,,
11/22/20,Mobile,PPC,Law,51873,666,20,178,181,,,,,,
11/22/20,Tablet,PPC,Law,6022,49,1,8,14,,,,,,
11/23/20,Desktop,PPC,Law,37363,532,23,382,283,,,,,,
11/23/20,Mobile,PPC,Law,55626,914,26,287,259,,,,,,
11/23/20,Tablet,PPC,Law,6021,58,2,39,19,,,,,,
11/24/20,Desktop,PPC,Law,38119,510,21,357,282,,,,,,
11/24/20,Mobile,PPC,Law,60301,950,26,288,289,,,,,,
11/24/20,Tablet,PPC,Law,6129,67,2,29,21,,,,,,
11/25/20,Desktop,PPC,Law,28497,378,16,283,196,,,,,,
11/25/20,Mobile,PPC,Law,48558,759,23,267,215,,,,,,
11/25/20,Tablet,PPC,Law,4971,53,2,24,16,,,,,,
11/26/20,Desktop,PPC,Law,21205,249,10,149,108,,,,,,
11/26/20,Mobile,PPC,Law,38781,520,14,178,125,,,,,,
11/26/20,Tablet,PPC,Law,4272,39,1,17,10,,,,,,
