Date,Category,Campaign Name,Impressions,Clicks,Conversions,Revenue,Cost,Daily Budget,,,,,,,,,,,,,,,
1/21/20,HI,HI - Campaign 1,19261,363,6,81.02,47.9,75,,,,,,,,,,,,,,,
1/21/20,HI,HI - Campaign 2,5128,132,2,29.2,18.69,150,,,,,,,,,,,,,,,
1/22/20,HI,HI - Campaign 1,19544,391,6,85,53.67,75,,,,,,,,,,,,,,,
1/22/20,HI,HI - Campaign 2,5178,132,2,27.82,18.68,150,,,,,,,,,,,,,,,
1/23/20,HI,HI - Campaign 1,20393,380,6,61.23,52.11,75,,,,,,,,,,,,,,,
1/23/20,HI,HI - Campaign 2,5153,131,2,25.9,18.38,150,,,,,,,,,,,,,,,
1/24/20,HI,HI - Campaign 1,19826,367,5,84.01,50.57,75,,,,,,,,,,,,,,,
1/24/20,HI,HI - Campaign 2,5160,130,2,26.13,18.36,150,,,,,,,,,,,,,,,
1/25/20,HI,HI - Campaign 1,20268,390,5,80.82,48.98,75,,,,,,,,,,,,,,,
1/25/20,HI,HI - Campaign 2,4557,116,2,23.81,15.93,150,,,,,,,,,,,,,,,
1/26/20,HI,HI - Campaign 1,20178,362,6,80.78,43.06,75,,,,,,,,,,,,,,,
1/26/20,HI,HI - Campaign 2,4508,113,2,23.33,15.46,150,,,,,,,,,,,,,,,
1/27/20,HI,HI - Campaign 1,22734,373,6,78.96,49.2,75,,,,,,,,,,,,,,,
1/27/20,HI,HI - Campaign 2,4571,111,2,23.74,14.93,150,,,,,,,,,,,,,,,
1/28/20,HI,HI - Campaign 1,21760,345,5,83.06,45.95,75,,,,,,,,,,,,,,,
1/28/20,HI,HI - Campaign 2,4724,111,2,23.59,14.92,150,,,,,,,,,,,,,,,
1/29/20,HI,HI - Campaign 1,22710,367,5,75.7,47.91,75,,,,,,,,,,,,,,,
1/29/20,HI,HI - Campaign 2,4754,110,2,23.06,14.6,150,,,,,,,,,,,,,,,
1/30/20,HI,HI - Campaign 1,20281,320,4,58.37,40.11,75,,,,,,,,,,,,,,,
1/30/20,HI,HI - Campaign 2,4702,107,2,23.04,14.03,150,,,,,,,,,,,,,,,
1/31/20,HI,HI - Campaign 1,19299,307,4,65.08,39.07,75,,,,,,,,,,,,,,,
1/31/20,HI,HI - Campaign 2,4678,104,2,22.18,13.53,150,,,,,,,,,,,,,,,
2/1/20,HI,HI - Campaign 1,24379,376,5,80.99,45.53,75,,,,,,,,,,,,,,,
2/1/20,HI,HI - Campaign 2,4712,103,2,22.15,13.31,150,,,,,,,,,,,,,,,
2/2/20,HI,HI - Campaign 1,23369,366,5,68.76,44.55,75,,,,,,,,,,,,,,,
2/2/20,HI,HI - Campaign 2,4801,103,1,22.01,13.38,150,,,,,,,,,,,,,,,
2/3/20,HI,HI - Campaign 1,27547,397,6,87.72,55.48,75,,,,,,,,,,,,,,,
2/3/20,HI,HI - Campaign 2,4913,104,1,22.33,13.63,150,,,,,,,,,,,,,,,
2/4/20,HI,HI - Campaign 1,25955,360,5,75.12,49.92,75,,,,,,,,,,,,,,,
2/4/20,HI,HI - Campaign 2,5033,104,1,21.75,13.78,150,,,,,,,,,,,,,,,
2/5/20,HI,HI - Campaign 1,24524,353,5,66.81,46.1,75,,,,,,,,,,,,,,,
2/5/20,HI,HI - Campaign 2,5167,104,1,21.74,13.75,150,,,,,,,,,,,,,,,
2/6/20,HI,HI - Campaign 1,25818,364,6,86.66,46.73,75,,,,,,,,,,,,,,,
2/6/20,HI,HI - Campaign 2,5251,105,1,22.69,13.95,150,,,,,,,,,,,,,,,
2/7/20,HI,HI - Campaign 1,26910,372,5,74.98,47.79,75,,,,,,,,,,,,,,,
2/7/20,HI,HI - Campaign 2,5294,107,1,23.14,14.13,150,,,,,,,,,,,,,,,
2/8/20,HI,HI - Campaign 1,34094,490,6,91.76,64.06,75,,,,,,,,,,,,,,,
2/8/20,HI,HI - Campaign 2,5636,111,1,23.6,14.91,150,,,,,,,,,,,,,,,
2/9/20,HI,HI - Campaign 1,33622,495,6,89.39,64.88,75,,,,,,,,,,,,,,,
2/9/20,HI,HI - Campaign 2,5919,117,2,24.37,15.72,150,,,,,,,,,,,,,,,
2/10/20,HI,HI - Campaign 1,32061,461,7,114.59,65.05,75,,,,,,,,,,,,,,,
2/10/20,HI,HI - Campaign 2,6023,120,2,25.81,16.07,150,,,,,,,,,,,,,,,
2/11/20,HI,HI - Campaign 1,23361,363,6,73.77,48.77,75,,,,,,,,,,,,,,,
2/11/20,HI,HI - Campaign 2,5924,120,2,25.86,15.95,150,,,,,,,,,,,,,,,
2/12/20,HI,HI - Campaign 1,21637,347,6,76.59,45.51,75,,,,,,,,,,,,,,,
2/12/20,HI,HI - Campaign 2,5816,119,2,26.32,15.89,150,,,,,,,,,,,,,,,
2/13/20,HI,HI - Campaign 1,20221,330,5,65.65,45.76,75,,,,,,,,,,,,,,,
2/13/20,HI,HI - Campaign 2,5765,118,1,25.61,15.88,150,,,,,,,,,,,,,,,
2/14/20,HI,HI - Campaign 1,18818,289,5,73.24,37.11,75,,,,,,,,,,,,,,,
2/14/20,HI,HI - Campaign 2,5913,117,1,25.43,15.69,150,,,,,,,,,,,,,,,
2/15/20,HI,HI - Campaign 1,25012,369,5,78.08,45.03,75,,,,,,,,,,,,,,,
2/15/20,HI,HI - Campaign 2,5883,113,1,24.81,14.98,150,,,,,,,,,,,,,,,
2/16/20,HI,HI - Campaign 1,30435,403,6,91.1,48.61,75,,,,,,,,,,,,,,,
2/16/20,HI,HI - Campaign 2,6136,111,1,25,14.45,150,,,,,,,,,,,,,,,
2/17/20,HI,HI - Campaign 1,32977,427,6,95.08,58.28,75,,,,,,,,,,,,,,,
2/17/20,HI,HI - Campaign 2,6559,111,1,24.36,14.42,150,,,,,,,,,,,,,,,
2/18/20,HI,HI - Campaign 1,22876,310,5,72.56,40.89,75,,,,,,,,,,,,,,,
2/18/20,HI,HI - Campaign 2,6713,110,1,24.39,14.26,150,,,,,,,,,,,,,,,
2/19/20,HI,HI - Campaign 1,25068,308,6,54.75,39.29,75,,,,,,,,,,,,,,,
2/19/20,HI,HI - Campaign 2,6740,108,1,23.51,14,150,,,,,,,,,,,,,,,
2/20/20,HI,HI - Campaign 1,23366,302,3,57.05,38.48,75,,,,,,,,,,,,,,,
2/20/20,HI,HI - Campaign 2,6834,107,1,22.73,13.76,150,,,,,,,,,,,,,,,
2/21/20,HI,HI - Campaign 1,24197,324,4,62.89,44.67,75,,,,,,,,,,,,,,,
2/21/20,HI,HI - Campaign 2,6789,107,1,22.36,13.96,150,,,,,,,,,,,,,,,
2/22/20,HI,HI - Campaign 1,26595,390,6,63.36,50.44,75,,,,,,,,,,,,,,,
2/22/20,HI,HI - Campaign 2,6697,107,1,21.74,14.19,150,,,,,,,,,,,,,,,
2/23/20,HI,HI - Campaign 1,24022,371,4,42,44.89,75,,,,,,,,,,,,,,,
2/23/20,HI,HI - Campaign 2,6293,105,1,19.9,14.01,150,,,,,,,,,,,,,,,
2/24/20,HI,HI - Campaign 1,20720,342,6,85.12,47.16,75,,,,,,,,,,,,,,,
2/24/20,HI,HI - Campaign 2,5697,101,1,18.9,13.45,150,,,,,,,,,,,,,,,
2/25/20,HI,HI - Campaign 1,18291,297,3,47.82,39.85,75,,,,,,,,,,,,,,,
2/25/20,HI,HI - Campaign 2,5405,99,1,17.86,13.32,150,,,,,,,,,,,,,,,
2/26/20,HI,HI - Campaign 1,18675,304,4,54.31,40.58,75,,,,,,,,,,,,,,,
2/26/20,HI,HI - Campaign 2,5198,97,1,17.21,13.28,150,,,,,,,,,,,,,,,
2/27/20,HI,HI - Campaign 1,18112,274,3,49.11,37.81,75,,,,,,,,,,,,,,,
2/27/20,HI,HI - Campaign 2,4936,96,1,17.2,13.23,150,,,,,,,,,,,,,,,
2/28/20,HI,HI - Campaign 1,18046,278,4,54.32,36.27,75,,,,,,,,,,,,,,,
2/28/20,HI,HI - Campaign 2,4518,92,1,16.42,12.71,150,,,,,,,,,,,,,,,
2/29/20,HI,HI - Campaign 1,19792,316,5,69.25,39.86,75,,,,,,,,,,,,,,,
2/29/20,HI,HI - Campaign 2,3954,87,1,16.58,11.94,150,,,,,,,,,,,,,,,
3/1/20,HI,HI - Campaign 1,24924,354,5,62.87,44.04,75,,,,,,,,,,,,,,,
3/1/20,HI,HI - Campaign 2,3507,81,1,17.03,11.35,150,,,,,,,,,,,,,,,
3/2/20,HI,HI - Campaign 1,23726,340,4,59.85,45.37,75,,,,,,,,,,,,,,,
3/2/20,HI,HI - Campaign 2,3090,76,1,15.35,10.6,150,,,,,,,,,,,,,,,
3/3/20,HI,HI - Campaign 1,20293,272,3,46.82,35.58,75,,,,,,,,,,,,,,,
3/3/20,HI,HI - Campaign 2,2967,73,1,15.07,10.21,150,,,,,,,,,,,,,,,
3/4/20,HI,HI - Campaign 1,17702,253,5,60.22,33.31,75,,,,,,,,,,,,,,,
3/4/20,HI,HI - Campaign 2,2974,72,1,15.37,9.97,150,,,,,,,,,,,,,,,
3/5/20,HI,HI - Campaign 1,18596,266,4,45.12,34.64,75,,,,,,,,,,,,,,,
3/5/20,HI,HI - Campaign 2,2948,70,1,14.65,9.7,150,,,,,,,,,,,,,,,
3/6/20,HI,HI - Campaign 1,18729,259,4,53.17,33.12,75,,,,,,,,,,,,,,,
3/6/20,HI,HI - Campaign 2,2946,69,1,14.24,9.44,150,,,,,,,,,,,,,,,
3/7/20,HI,HI - Campaign 1,25005,331,4,49.37,42.71,75,,,,,,,,,,,,,,,
3/7/20,HI,HI - Campaign 2,3020,68,1,12.94,9.46,150,,,,,,,,,,,,,,,
3/8/20,HI,HI - Campaign 1,25408,354,5,73.66,44.66,75,,,,,,,,,,,,,,,
3/8/20,HI,HI - Campaign 2,2929,68,1,12.68,9.37,150,,,,,,,,,,,,,,,
3/9/20,HI,HI - Campaign 1,24075,335,5,76.82,47.75,75,,,,,,,,,,,,,,,
3/9/20,HI,HI - Campaign 2,2911,68,1,13.69,9.46,150,,,,,,,,,,,,,,,
3/10/20,HI,HI - Campaign 1,20211,309,6,71.34,41.3,75,,,,,,,,,,,,,,,
3/10/20,HI,HI - Campaign 2,2749,68,1,14.61,9.5,150,,,,,,,,,,,,,,,
3/11/20,HI,HI - Campaign 1,18948,292,4,65.17,38.57,75,,,,,,,,,,,,,,,
3/11/20,HI,HI - Campaign 2,2633,68,1,13.76,9.46,150,,,,,,,,,,,,,,,
3/12/20,HI,HI - Campaign 1,18312,277,5,61.09,37.42,75,,,,,,,,,,,,,,,
3/12/20,HI,HI - Campaign 2,2520,66,1,13.77,9.21,150,,,,,,,,,,,,,,,
3/13/20,HI,HI - Campaign 1,18534,275,4,67.51,37.31,75,,,,,,,,,,,,,,,
3/13/20,HI,HI - Campaign 2,2382,63,1,12.72,8.9,150,,,,,,,,,,,,,,,
3/14/20,HI,HI - Campaign 1,22464,360,7,102.98,48.32,75,,,,,,,,,,,,,,,
3/14/20,HI,HI - Campaign 2,2150,61,1,13.2,8.52,150,,,,,,,,,,,,,,,
3/15/20,HI,HI - Campaign 1,25899,397,7,81.15,52.59,75,,,,,,,,,,,,,,,
3/15/20,HI,HI - Campaign 2,2007,57,0,12.56,8.11,150,,,,,,,,,,,,,,,
3/16/20,HI,HI - Campaign 1,24454,379,7,78.14,58.29,75,,,,,,,,,,,,,,,
3/16/20,HI,HI - Campaign 2,1754,51,0,10.8,7.17,150,,,,,,,,,,,,,,,
3/17/20,HI,HI - Campaign 1,23384,364,6,65.52,55.33,75,,,,,,,,,,,,,,,
3/17/20,HI,HI - Campaign 2,1482,45,0,9.21,6.31,150,,,,,,,,,,,,,,,
3/18/20,HI,HI - Campaign 1,24384,362,6,82.88,49.72,75,,,,,,,,,,,,,,,
3/18/20,HI,HI - Campaign 2,1136,40,0,9.25,5.43,150,,,,,,,,,,,,,,,
3/19/20,HI,HI - Campaign 1,23886,361,9,111.67,51.22,75,,,,,,,,,,,,,,,
3/19/20,HI,HI - Campaign 2,904,37,0,9.31,5.03,150,,,,,,,,,,,,,,,
3/20/20,HI,HI - Campaign 1,26652,358,7,103.49,47.11,75,,,,,,,,,,,,,,,
3/20/20,HI,HI - Campaign 2,873,39,0,10.45,5.06,150,,,,,,,,,,,,,,,
3/21/20,HI,HI - Campaign 1,34401,478,10,123.21,61.91,75,,,,,,,,,,,,,,,
3/21/20,HI,HI - Campaign 2,887,41,0,10.99,5.26,150,,,,,,,,,,,,,,,
3/22/20,HI,HI - Campaign 1,37057,494,9,121.05,65.26,75,,,,,,,,,,,,,,,
3/22/20,HI,HI - Campaign 2,864,42,0,12.15,5.31,150,,,,,,,,,,,,,,,
3/23/20,HI,HI - Campaign 1,34904,487,9,136.65,75,75,,,,,,,,,,,,,,,
3/23/20,HI,HI - Campaign 2,1144,47,1,13.65,6.21,150,,,,,,,,,,,,,,,
3/24/20,HI,HI - Campaign 1,32393,476,8,96.69,71,75,,,,,,,,,,,,,,,
3/24/20,HI,HI - Campaign 2,1209,50,1,13.48,6.68,150,,,,,,,,,,,,,,,
3/25/20,HI,HI - Campaign 1,30720,477,10,134.67,67.15,75,,,,,,,,,,,,,,,
3/25/20,HI,HI - Campaign 2,1235,51,1,13.94,7.05,150,,,,,,,,,,,,,,,
3/26/20,HI,HI - Campaign 1,32656,495,9,117.4,69.5,75,,,,,,,,,,,,,,,
3/26/20,HI,HI - Campaign 2,1355,52,1,13.98,7.3,150,,,,,,,,,,,,,,,
3/27/20,HI,HI - Campaign 1,33638,500,10,142.31,66.5,75,,,,,,,,,,,,,,,
3/27/20,HI,HI - Campaign 2,1373,52,1,14.86,7.24,150,,,,,,,,,,,,,,,
3/28/20,HI,HI - Campaign 1,40943,596,11,126.25,75,75,,,,,,,,,,,,,,,
3/28/20,HI,HI - Campaign 2,2292,65,1,16.85,8.8,150,,,,,,,,,,,,,,,
3/29/20,HI,HI - Campaign 1,44924,619,11,135.23,75,75,,,,,,,,,,,,,,,
3/29/20,HI,HI - Campaign 2,2610,71,1,17.69,9.41,150,,,,,,,,,,,,,,,
3/30/20,HI,HI - Campaign 1,36864,524,11,123.81,75,75,,,,,,,,,,,,,,,
3/30/20,HI,HI - Campaign 2,4062,92,1,22.38,12.26,150,,,,,,,,,,,,,,,
3/31/20,HI,HI - Campaign 1,39700,534,10,125.45,75,75,,,,,,,,,,,,,,,
3/31/20,HI,HI - Campaign 2,5283,109,2,26.98,14.55,150,,,,,,,,,,,,,,,
4/1/20,HI,HI - Campaign 1,40274,506,7,83.27,67.38,75,,,,,,,,,,,,,,,
4/1/20,HI,HI - Campaign 2,5435,113,2,26.9,15.09,150,,,,,,,,,,,,,,,
4/2/20,HI,HI - Campaign 1,39268,530,12,153.69,75,75,,,,,,,,,,,,,,,
4/2/20,HI,HI - Campaign 2,5747,119,2,28.71,15.87,150,,,,,,,,,,,,,,,
4/3/20,HI,HI - Campaign 1,39043,546,11,125.62,75,75,,,,,,,,,,,,,,,
4/3/20,HI,HI - Campaign 2,6233,127,2,28.81,16.95,150,,,,,,,,,,,,,,,
4/4/20,HI,HI - Campaign 1,40823,555,10,113.39,75,75,,,,,,,,,,,,,,,
4/4/20,HI,HI - Campaign 2,8298,157,2,34.08,21.23,150,,,,,,,,,,,,,,,
4/5/20,HI,HI - Campaign 1,42488,527,9,123.19,75,75,,,,,,,,,,,,,,,
4/5/20,HI,HI - Campaign 2,11684,203,3,44.51,28.09,150,,,,,,,,,,,,,,,
4/6/20,HI,HI - Campaign 1,33740,465,7,101.23,75,75,,,,,,,,,,,,,,,
4/6/20,HI,HI - Campaign 2,14104,237,3,51.31,34.23,150,,,,,,,,,,,,,,,
4/7/20,HI,HI - Campaign 1,37715,503,10,112.72,75,75,,,,,,,,,,,,,,,
4/7/20,HI,HI - Campaign 2,15316,254,4,54.41,36.95,150,,,,,,,,,,,,,,,
4/8/20,HI,HI - Campaign 1,30423,490,10,142.44,75,75,,,,,,,,,,,,,,,
4/8/20,HI,HI - Campaign 2,17263,286,4,64.67,42,150,,,,,,,,,,,,,,,
4/9/20,HI,HI - Campaign 1,35882,539,10,136.9,75,75,,,,,,,,,,,,,,,
4/9/20,HI,HI - Campaign 2,17957,299,4,67.36,43.71,150,,,,,,,,,,,,,,,
4/10/20,HI,HI - Campaign 1,35499,544,10,125.63,75,75,,,,,,,,,,,,,,,
4/10/20,HI,HI - Campaign 2,19153,322,5,72.36,46.71,150,,,,,,,,,,,,,,,
4/11/20,HI,HI - Campaign 1,35421,552,11,147.54,75,75,,,,,,,,,,,,,,,
4/11/20,HI,HI - Campaign 2,17747,306,5,72.34,44.43,150,,,,,,,,,,,,,,,
4/12/20,HI,HI - Campaign 1,40314,568,9,133.79,75,75,,,,,,,,,,,,,,,
4/12/20,HI,HI - Campaign 2,15400,277,4,64.82,39.71,150,,,,,,,,,,,,,,,
4/13/20,HI,HI - Campaign 1,32072,494,9,100.56,75,75,,,,,,,,,,,,,,,
4/13/20,HI,HI - Campaign 2,15175,280,4,64.2,39.29,150,,,,,,,,,,,,,,,
4/14/20,HI,HI - Campaign 1,37266,526,9,102.57,75,75,,,,,,,,,,,,,,,
4/14/20,HI,HI - Campaign 2,15169,280,4,63.08,38.86,150,,,,,,,,,,,,,,,
4/15/20,HI,HI - Campaign 1,37372,538,11,134.35,75,75,,,,,,,,,,,,,,,
4/15/20,HI,HI - Campaign 2,14450,262,4,56.95,35.57,150,,,,,,,,,,,,,,,
4/16/20,HI,HI - Campaign 1,40283,538,11,122.83,75,75,,,,,,,,,,,,,,,
4/16/20,HI,HI - Campaign 2,14689,260,4,55.82,35.14,150,,,,,,,,,,,,,,,
4/17/20,HI,HI - Campaign 1,42381,561,10,117.38,75,75,,,,,,,,,,,,,,,
4/17/20,HI,HI - Campaign 2,14593,251,4,53.28,33.71,150,,,,,,,,,,,,,,,
4/18/20,HI,HI - Campaign 1,40338,554,11,145.39,75,75,,,,,,,,,,,,,,,
4/18/20,HI,HI - Campaign 2,16786,276,4,58.88,37,150,,,,,,,,,,,,,,,
4/19/20,HI,HI - Campaign 1,40618,571,10,124.22,75,75,,,,,,,,,,,,,,,
4/19/20,HI,HI - Campaign 2,17956,291,5,61.1,38.86,150,,,,,,,,,,,,,,,
4/20/20,HI,HI - Campaign 1,34835,506,10,118.94,75,75,,,,,,,,,,,,,,,
4/20/20,HI,HI - Campaign 2,17431,278,5,60.33,36.71,150,,,,,,,,,,,,,,,
4/21/20,HI,HI - Campaign 1,35777,500,7,98.43,75,75,,,,,,,,,,,,,,,
4/21/20,HI,HI - Campaign 2,18466,292,5,62.92,39,150,,,,,,,,,,,,,,,
4/22/20,HI,HI - Campaign 1,36478,519,8,107.86,75,75,,,,,,,,,,,,,,,
4/22/20,HI,HI - Campaign 2,20138,317,5,66.85,42.71,150,,,,,,,,,,,,,,,
4/23/20,HI,HI - Campaign 1,36822,486,8,110.39,75,75,,,,,,,,,,,,,,,
4/23/20,HI,HI - Campaign 2,22552,349,5,74.2,48,150,,,,,,,,,,,,,,,
4/24/20,HI,HI - Campaign 1,43521,535,9,105.32,75,75,,,,,,,,,,,,,,,
4/24/20,HI,HI - Campaign 2,23466,358,6,76.06,49.57,150,,,,,,,,,,,,,,,
4/25/20,HI,HI - Campaign 1,47129,556,9,108.49,75,75,,,,,,,,,,,,,,,
4/25/20,HI,HI - Campaign 2,23405,348,5,70.19,48.29,150,,,,,,,,,,,,,,,
4/26/20,HI,HI - Campaign 1,57309,596,10,98.03,75,75,,,,,,,,,,,,,,,
4/26/20,HI,HI - Campaign 2,23928,346,5,68.08,47.86,150,,,,,,,,,,,,,,,
4/27/20,HI,HI - Campaign 1,37902,530,9,103.69,75,75,,,,,,,,,,,,,,,
4/27/20,HI,HI - Campaign 2,24118,349,5,66.4,48,150,,,,,,,,,,,,,,,
4/28/20,HI,HI - Campaign 1,37934,526,8,107.37,75,75,,,,,,,,,,,,,,,
4/28/20,HI,HI - Campaign 2,23829,346,5,66.84,47.57,150,,,,,,,,,,,,,,,
4/29/20,HI,HI - Campaign 1,40806,585,11,141.81,75,75,,,,,,,,,,,,,,,
4/29/20,HI,HI - Campaign 2,21756,320,5,61.84,43.57,150,,,,,,,,,,,,,,,
4/30/20,HI,HI - Campaign 1,37713,591,11,143.91,75,75,,,,,,,,,,,,,,,
4/30/20,HI,HI - Campaign 2,18722,282,4,54.48,37.57,150,,,,,,,,,,,,,,,
5/1/20,HI,HI - Campaign 1,39703,593,8,123.57,75,75,,,,,,,,,,,,,,,
5/1/20,HI,HI - Campaign 2,18083,279,4,54.45,36.86,150,,,,,,,,,,,,,,,
5/2/20,HI,HI - Campaign 1,45731,627,9,122.01,75,75,,,,,,,,,,,,,,,
5/2/20,HI,HI - Campaign 2,17715,283,4,55.23,36.86,150,,,,,,,,,,,,,,,
5/3/20,HI,HI - Campaign 1,43458,598,8,101.57,75,75,,,,,,,,,,,,,,,
5/3/20,HI,HI - Campaign 2,18490,306,4,59.15,40.14,150,,,,,,,,,,,,,,,
5/4/20,HI,HI - Campaign 1,35416,521,10,126.73,75,75,,,,,,,,,,,,,,,
5/4/20,HI,HI - Campaign 2,19428,323,4,65.86,43,150,,,,,,,,,,,,,,,
5/5/20,HI,HI - Campaign 1,35407,532,9,115.7,75,75,,,,,,,,,,,,,,,
5/5/20,HI,HI - Campaign 2,19595,329,4,67.67,44,150,,,,,,,,,,,,,,,
5/6/20,HI,HI - Campaign 1,38908,587,9,118.83,75,75,,,,,,,,,,,,,,,
5/6/20,HI,HI - Campaign 2,20720,347,5,70.67,46.29,150,,,,,,,,,,,,,,,
5/7/20,HI,HI - Campaign 1,37376,568,8,115.1,75,75,,,,,,,,,,,,,,,
5/7/20,HI,HI - Campaign 2,22062,369,5,73.64,49.43,150,,,,,,,,,,,,,,,
5/8/20,HI,HI - Campaign 1,41354,586,8,95.06,75,75,,,,,,,,,,,,,,,
5/8/20,HI,HI - Campaign 2,22591,377,5,73.29,50.57,150,,,,,,,,,,,,,,,
5/9/20,HI,HI - Campaign 1,45286,630,9,125.82,75,75,,,,,,,,,,,,,,,
5/9/20,HI,HI - Campaign 2,21443,362,5,70.74,48.57,150,,,,,,,,,,,,,,,
5/10/20,HI,HI - Campaign 1,50419,666,9,108.25,75,75,,,,,,,,,,,,,,,
5/10/20,HI,HI - Campaign 2,18092,314,4,62.5,42,150,,,,,,,,,,,,,,,
5/11/20,HI,HI - Campaign 1,38539,575,9,118.94,75,75,,,,,,,,,,,,,,,
5/11/20,HI,HI - Campaign 2,16724,295,4,56.19,38.29,150,,,,,,,,,,,,,,,
5/12/20,HI,HI - Campaign 1,39372,598,10,139.97,75,75,,,,,,,,,,,,,,,
5/12/20,HI,HI - Campaign 2,15101,269,3,51,33.86,150,,,,,,,,,,,,,,,
5/13/20,HI,HI - Campaign 1,36142,573,9,123.42,75,75,,,,,,,,,,,,,,,
5/13/20,HI,HI - Campaign 2,14469,257,3,49.06,32.29,150,,,,,,,,,,,,,,,
5/14/20,HI,HI - Campaign 1,37526,594,10,124.89,75,75,,,,,,,,,,,,,,,
5/14/20,HI,HI - Campaign 2,13336,236,3,45.24,29.29,150,,,,,,,,,,,,,,,
5/15/20,HI,HI - Campaign 1,36045,582,9,108.15,75,75,,,,,,,,,,,,,,,
5/15/20,HI,HI - Campaign 2,12483,226,3,44.08,27.86,150,,,,,,,,,,,,,,,
5/16/20,HI,HI - Campaign 1,37388,577,9,109.66,75,75,,,,,,,,,,,,,,,
5/16/20,HI,HI - Campaign 2,13986,251,3,48.82,31.71,150,,,,,,,,,,,,,,,
5/17/20,HI,HI - Campaign 1,40398,612,9,120.71,75,75,,,,,,,,,,,,,,,
5/17/20,HI,HI - Campaign 2,15714,275,4,54.61,34.86,150,,,,,,,,,,,,,,,
5/18/20,HI,HI - Campaign 1,37845,560,9,122.73,75,75,,,,,,,,,,,,,,,
5/18/20,HI,HI - Campaign 2,16050,277,4,55.78,35.29,150,,,,,,,,,,,,,,,
5/19/20,HI,HI - Campaign 1,41309,581,7,84.93,75,75,,,,,,,,,,,,,,,
5/19/20,HI,HI - Campaign 2,18276,304,4,57.36,39,150,,,,,,,,,,,,,,,
5/20/20,HI,HI - Campaign 1,36154,571,9,119.32,75,75,,,,,,,,,,,,,,,
5/20/20,HI,HI - Campaign 2,18245,304,4,57.23,39,150,,,,,,,,,,,,,,,
5/21/20,HI,HI - Campaign 1,36593,574,11,144.71,75,75,,,,,,,,,,,,,,,
5/21/20,HI,HI - Campaign 2,18463,307,4,58.83,39.57,150,,,,,,,,,,,,,,,
5/22/20,HI,HI - Campaign 1,37167,591,9,118.42,75,75,,,,,,,,,,,,,,,
5/22/20,HI,HI - Campaign 2,18132,301,4,58.22,38.86,150,,,,,,,,,,,,,,,
5/23/20,HI,HI - Campaign 1,42203,664,11,148.64,75,75,,,,,,,,,,,,,,,
5/23/20,HI,HI - Campaign 2,15371,257,3,50.51,32.71,150,,,,,,,,,,,,,,,
5/24/20,HI,HI - Campaign 1,43299,651,9,114.26,75,75,,,,,,,,,,,,,,,
5/24/20,HI,HI - Campaign 2,14842,248,3,48.57,31.43,150,,,,,,,,,,,,,,,
5/25/20,HI,HI - Campaign 1,38982,592,8,95.03,75,75,,,,,,,,,,,,,,,
5/25/20,HI,HI - Campaign 2,14532,245,3,45.1,30.57,150,,,,,,,,,,,,,,,
5/26/20,HI,HI - Campaign 1,28894,487,8,96.29,75,75,,,,,,,,,,,,,,,
5/26/20,HI,HI - Campaign 2,15687,276,4,54.19,36.86,150,,,,,,,,,,,,,,,
5/27/20,HI,HI - Campaign 1,31424,547,10,124.99,75,75,,,,,,,,,,,,,,,
5/27/20,HI,HI - Campaign 2,16654,295,4,59.09,39.57,150,,,,,,,,,,,,,,,
5/28/20,HI,HI - Campaign 1,32761,573,10,132.44,75,75,,,,,,,,,,,,,,,
5/28/20,HI,HI - Campaign 2,16968,303,4,60.42,40.57,150,,,,,,,,,,,,,,,
5/29/20,HI,HI - Campaign 1,36131,580,9,147.58,75,75,,,,,,,,,,,,,,,
5/29/20,HI,HI - Campaign 2,16775,300,4,61.25,40.14,150,,,,,,,,,,,,,,,
5/30/20,HI,HI - Campaign 1,44621,641,9,130.15,75,75,,,,,,,,,,,,,,,
5/30/20,HI,HI - Campaign 2,17488,309,5,62.89,41.29,150,,,,,,,,,,,,,,,
5/31/20,HI,HI - Campaign 1,47337,666,9,127.81,75,75,,,,,,,,,,,,,,,
5/31/20,HI,HI - Campaign 2,16872,300,4,61.39,40.14,150,,,,,,,,,,,,,,,
6/1/20,HI,HI - Campaign 1,38802,568,11,135.2,75,75,,,,,,,,,,,,,,,
6/1/20,HI,HI - Campaign 2,16105,288,4,62.08,38.86,150,,,,,,,,,,,,,,,
6/2/20,HI,HI - Campaign 1,35681,557,9,111.85,75,75,,,,,,,,,,,,,,,
6/2/20,HI,HI - Campaign 2,12851,232,3,51,29.43,150,,,,,,,,,,,,,,,
6/3/20,HI,HI - Campaign 1,34044,573,10,126.96,75,75,,,,,,,,,,,,,,,
6/3/20,HI,HI - Campaign 2,12081,219,3,47.29,27.43,150,,,,,,,,,,,,,,,
6/4/20,HI,HI - Campaign 1,31945,538,9,119.4,75,75,,,,,,,,,,,,,,,
6/4/20,HI,HI - Campaign 2,13062,236,3,50.72,30,150,,,,,,,,,,,,,,,
6/5/20,HI,HI - Campaign 1,31880,502,8,109.99,75,75,,,,,,,,,,,,,,,
6/5/20,HI,HI - Campaign 2,15582,276,4,58.66,36.57,150,,,,,,,,,,,,,,,
6/6/20,HI,HI - Campaign 1,34065,578,9,119.18,75,75,,,,,,,,,,,,,,,
6/6/20,HI,HI - Campaign 2,16437,296,4,62.37,39.57,150,,,,,,,,,,,,,,,
6/7/20,HI,HI - Campaign 1,38726,646,10,124,75,75,,,,,,,,,,,,,,,
